track_id,gravity_x_values,gravity_y_values,frame,modify_id,new_gravity_x,new_gravity_y
1,323,390,14_1.jpg,3,348.84000000000003,421.20000000000005
1,321,396,14_2.jpg,3,346.68,427.68
1,317,400,14_3.jpg,3,342.36,432.0
1,317,401,14_4.jpg,3,342.36,433.08000000000004
1,323,400,14_5.jpg,3,348.84000000000003,432.0
1,325,399,14_6.jpg,3,351.0,430.92
1,327,400,14_7.jpg,3,353.16,432.0
1,327,395,14_8.jpg,3,353.16,426.6
1,326,391,14_9.jpg,3,352.08000000000004,422.28000000000003
1,321,395,14_10.jpg,3,346.68,426.6
1,313,383,14_11.jpg,3,338.04,413.64000000000004
1,309,383,14_12.jpg,3,333.72,413.64000000000004
1,308,389,14_13.jpg,3,332.64000000000004,420.12
1,307,383,14_14.jpg,3,331.56,413.64000000000004
1,307,392,14_15.jpg,3,331.56,423.36
1,307,383,14_16.jpg,3,331.56,413.64000000000004
1,307,387,14_17.jpg,3,331.56,417.96000000000004
1,307,388,14_18.jpg,3,331.56,419.04
1,307,384,14_19.jpg,3,331.56,414.72
1,308,387,14_20.jpg,3,332.64000000000004,417.96000000000004
1,307,384,14_21.jpg,3,331.56,414.72
1,307,385,14_22.jpg,3,331.56,415.8
1,307,386,14_23.jpg,3,331.56,416.88000000000005
1,307,384,14_24.jpg,3,331.56,414.72
1,307,387,14_25.jpg,3,331.56,417.96000000000004
1,307,385,14_26.jpg,3,331.56,415.8
1,308,386,14_27.jpg,3,332.64000000000004,416.88000000000005
1,307,384,14_28.jpg,3,331.56,414.72
1,307,385,14_29.jpg,3,331.56,415.8
1,307,385,14_30.jpg,3,331.56,415.8
1,307,384,14_31.jpg,3,331.56,414.72
1,307,384,14_32.jpg,3,331.56,414.72
1,307,386,14_33.jpg,3,331.56,416.88000000000005
1,307,385,14_34.jpg,3,331.56,415.8
1,307,386,14_35.jpg,3,331.56,416.88000000000005
1,308,385,14_36.jpg,3,332.64000000000004,415.8
1,306,387,14_37.jpg,3,330.48,417.96000000000004
1,305,391,14_38.jpg,3,329.40000000000003,422.28000000000003
1,306,398,14_39.jpg,3,330.48,429.84000000000003
1,306,400,14_40.jpg,3,330.48,432.0
1,307,399,14_41.jpg,3,331.56,430.92
1,307,398,14_42.jpg,3,331.56,429.84000000000003
1,307,397,14_43.jpg,3,331.56,428.76000000000005
1,307,398,14_44.jpg,3,331.56,429.84000000000003
1,306,398,14_45.jpg,3,330.48,429.84000000000003
1,306,398,14_46.jpg,3,330.48,429.84000000000003
1,307,392,14_47.jpg,3,331.56,423.36
1,307,391,14_48.jpg,3,331.56,422.28000000000003
1,306,387,14_49.jpg,3,330.48,417.96000000000004
1,306,387,14_50.jpg,3,330.48,417.96000000000004
1,306,387,14_51.jpg,3,330.48,417.96000000000004
1,306,387,14_52.jpg,3,330.48,417.96000000000004
1,306,388,14_53.jpg,3,330.48,419.04
1,306,389,14_54.jpg,3,330.48,420.12
1,306,389,14_55.jpg,3,330.48,420.12
1,306,387,14_56.jpg,3,330.48,417.96000000000004
1,306,387,14_57.jpg,3,330.48,417.96000000000004
1,306,388,14_58.jpg,3,330.48,419.04
1,306,387,14_59.jpg,3,330.48,417.96000000000004
1,306,388,14_60.jpg,3,330.48,419.04
1,306,386,14_61.jpg,3,330.48,416.88000000000005
1,306,387,14_62.jpg,3,330.48,417.96000000000004
1,306,388,14_63.jpg,3,330.48,419.04
1,306,386,14_64.jpg,3,330.48,416.88000000000005
1,306,388,14_65.jpg,3,330.48,419.04
1,306,387,14_66.jpg,3,330.48,417.96000000000004
1,306,390,14_67.jpg,3,330.48,421.20000000000005
1,306,386,14_68.jpg,3,330.48,416.88000000000005
1,306,387,14_69.jpg,3,330.48,417.96000000000004
1,306,387,14_70.jpg,3,330.48,417.96000000000004
1,306,388,14_71.jpg,3,330.48,419.04
1,306,390,14_72.jpg,3,330.48,421.20000000000005
1,306,389,14_73.jpg,3,330.48,420.12
1,306,388,14_74.jpg,3,330.48,419.04
1,306,386,14_75.jpg,3,330.48,416.88000000000005
1,306,387,14_76.jpg,3,330.48,417.96000000000004
1,306,388,14_77.jpg,3,330.48,419.04
1,306,389,14_78.jpg,3,330.48,420.12
1,306,390,14_79.jpg,3,330.48,421.20000000000005
1,306,387,14_80.jpg,3,330.48,417.96000000000004
1,307,389,14_81.jpg,3,331.56,420.12
1,316,390,14_82.jpg,3,341.28000000000003,421.20000000000005
1,324,406,14_83.jpg,3,349.92,438.48
1,318,410,14_84.jpg,3,343.44,442.8
1,310,417,14_85.jpg,3,334.8,450.36
1,304,417,14_86.jpg,3,328.32000000000005,450.36
1,306,417,14_87.jpg,3,330.48,450.36
1,305,419,14_88.jpg,3,329.40000000000003,452.52000000000004
1,301,420,14_89.jpg,3,325.08000000000004,453.6
1,304,421,14_90.jpg,3,304.0,421.0
1,302,421,14_91.jpg,3,302.0,421.0
1,304,422,14_92.jpg,3,304.0,422.0
1,306,424,14_93.jpg,3,306.0,424.0
1,305,424,14_94.jpg,3,305.0,424.0
1,303,424,14_95.jpg,3,303.0,424.0
1,304,424,14_96.jpg,3,304.0,424.0
1,305,422,14_97.jpg,3,305.0,422.0
1,307,421,14_98.jpg,3,307.0,421.0
1,306,421,14_99.jpg,3,306.0,421.0
1,305,423,14_100.jpg,3,305.0,423.0
1,307,422,14_101.jpg,3,307.0,422.0
1,313,420,14_102.jpg,3,338.04,453.6
1,316,419,14_103.jpg,3,341.28000000000003,452.52000000000004
1,319,418,14_104.jpg,3,344.52000000000004,451.44000000000005
1,320,413,14_105.jpg,3,345.6,446.04
1,324,412,14_106.jpg,3,349.92,444.96000000000004
1,327,412,14_107.jpg,3,353.16,444.96000000000004
1,330,411,14_108.jpg,3,356.40000000000003,443.88000000000005
1,334,405,14_109.jpg,3,360.72,437.40000000000003
1,340,398,14_110.jpg,3,367.20000000000005,429.84000000000003
1,342,396,14_111.jpg,3,369.36,427.68
1,343,395,14_112.jpg,3,370.44,426.6
1,345,408,14_113.jpg,3,372.6,440.64000000000004
1,342,413,14_114.jpg,3,369.36,446.04
1,348,396,14_115.jpg,3,375.84000000000003,427.68
1,357,386,14_116.jpg,3,385.56,416.88000000000005
1,369,384,14_117.jpg,3,398.52000000000004,414.72
1,380,385,14_118.jpg,3,410.40000000000003,415.8
1,380,384,14_119.jpg,3,410.40000000000003,414.72
1,384,398,14_120.jpg,3,414.72,429.84000000000003
1,386,381,14_121.jpg,3,416.88000000000005,411.48
1,386,383,14_122.jpg,3,416.88000000000005,413.64000000000004
1,382,385,14_123.jpg,3,412.56,415.8
1,393,384,14_124.jpg,3,424.44000000000005,414.72
1,395,379,14_125.jpg,3,426.6,409.32000000000005
1,392,374,14_126.jpg,3,423.36,403.92
1,394,374,14_127.jpg,3,425.52000000000004,403.92
1,400,374,14_128.jpg,3,432.0,403.92
1,404,373,14_129.jpg,3,436.32000000000005,402.84000000000003
1,410,374,14_130.jpg,3,442.8,403.92
1,415,374,14_131.jpg,3,448.20000000000005,403.92
1,419,374,14_132.jpg,3,452.52000000000004,403.92
