track_id,gravity_x_values,gravity_y_values,frame,modify_id,new_gravity_x,new_gravity_y
2,475,307,17_1.jpg,2,617.5,399.1
2,475,307,17_2.jpg,2,617.5,399.1
2,476,306,17_3.jpg,2,618.8000000000001,397.8
2,475,305,17_4.jpg,2,617.5,396.5
2,476,307,17_5.jpg,2,618.8000000000001,399.1
2,476,307,17_6.jpg,2,618.8000000000001,399.1
2,476,306,17_7.jpg,2,618.8000000000001,397.8
2,476,306,17_8.jpg,2,618.8000000000001,397.8
2,474,306,17_9.jpg,2,616.2,397.8
2,474,306,17_10.jpg,2,616.2,397.8
2,475,305,17_11.jpg,2,617.5,396.5
2,475,305,17_12.jpg,2,617.5,396.5
2,474,305,17_13.jpg,2,616.2,396.5
2,474,305,17_14.jpg,2,616.2,396.5
2,475,305,17_15.jpg,2,617.5,396.5
2,474,305,17_16.jpg,2,616.2,396.5
2,474,305,17_17.jpg,2,616.2,396.5
2,475,307,17_18.jpg,2,617.5,399.1
2,475,307,17_19.jpg,2,617.5,399.1
2,476,307,17_20.jpg,2,618.8000000000001,399.1
2,475,306,17_21.jpg,2,617.5,397.8
2,475,306,17_22.jpg,2,617.5,397.8
2,475,306,17_23.jpg,2,617.5,397.8
2,475,307,17_24.jpg,2,617.5,399.1
2,474,306,17_25.jpg,2,616.2,397.8
2,475,306,17_26.jpg,2,617.5,397.8
2,475,306,17_27.jpg,2,617.5,397.8
2,475,306,17_28.jpg,2,617.5,397.8
2,474,306,17_29.jpg,2,616.2,397.8
2,474,306,17_30.jpg,2,616.2,397.8
2,474,307,17_31.jpg,2,616.2,399.1
2,475,306,17_32.jpg,2,617.5,397.8
2,474,306,17_33.jpg,2,616.2,397.8
2,474,305,17_34.jpg,2,616.2,396.5
2,475,305,17_35.jpg,2,617.5,396.5
2,475,305,17_36.jpg,2,617.5,396.5
2,476,306,17_37.jpg,2,618.8000000000001,397.8
2,476,306,17_38.jpg,2,618.8000000000001,397.8
2,474,305,17_39.jpg,2,616.2,396.5
2,474,306,17_40.jpg,2,616.2,397.8
2,476,306,17_41.jpg,2,618.8000000000001,397.8
2,476,306,17_42.jpg,2,618.8000000000001,397.8
2,476,306,17_43.jpg,2,618.8000000000001,397.8
2,476,306,17_44.jpg,2,618.8000000000001,397.8
2,475,305,17_45.jpg,2,617.5,396.5
2,475,305,17_46.jpg,2,617.5,396.5
2,475,305,17_47.jpg,2,617.5,396.5
2,474,306,17_48.jpg,2,616.2,397.8
2,475,306,17_49.jpg,2,617.5,397.8
2,471,298,17_50.jpg,2,612.3000000000001,387.40000000000003
2,469,294,17_51.jpg,2,609.7,382.2
2,468,285,17_52.jpg,2,608.4,370.5
2,466,280,17_53.jpg,2,605.8000000000001,364.0
2,467,279,17_54.jpg,2,607.1,362.7
2,469,278,17_55.jpg,2,609.7,361.40000000000003
2,470,278,17_56.jpg,2,611.0,361.40000000000003
2,469,278,17_57.jpg,2,609.7,361.40000000000003
2,470,278,17_58.jpg,2,611.0,361.40000000000003
2,469,277,17_59.jpg,2,609.7,360.1
2,470,277,17_60.jpg,2,611.0,360.1
2,469,277,17_61.jpg,2,609.7,360.1
2,471,275,17_62.jpg,2,612.3000000000001,357.5
2,465,278,17_63.jpg,2,604.5,361.40000000000003
2,466,277,17_64.jpg,2,605.8000000000001,360.1
2,467,275,17_65.jpg,2,607.1,357.5
2,467,273,17_66.jpg,2,607.1,354.90000000000003
2,462,273,17_67.jpg,2,600.6,354.90000000000003
2,464,276,17_68.jpg,2,603.2,358.8
2,465,280,17_69.jpg,2,604.5,364.0
2,464,281,17_70.jpg,2,603.2,365.3
2,461,280,17_71.jpg,2,599.3000000000001,364.0
2,463,283,17_72.jpg,2,601.9,367.90000000000003
2,464,291,17_73.jpg,2,603.2,378.3
2,468,294,17_74.jpg,2,608.4,382.2
2,467,297,17_75.jpg,2,607.1,386.1
2,466,295,17_76.jpg,2,605.8000000000001,383.5
2,468,288,17_77.jpg,2,608.4,374.40000000000003
2,466,291,17_78.jpg,2,605.8000000000001,378.3
2,467,297,17_79.jpg,2,607.1,386.1
2,464,299,17_80.jpg,2,603.2,388.7
2,468,299,17_81.jpg,2,608.4,388.7
2,467,301,17_82.jpg,2,607.1,391.3
2,469,301,17_83.jpg,2,609.7,391.3
2,467,297,17_84.jpg,2,607.1,386.1
2,468,293,17_85.jpg,2,608.4,380.90000000000003
2,468,300,17_86.jpg,2,608.4,390.0
2,469,302,17_87.jpg,2,609.7,392.6
2,470,302,17_88.jpg,2,611.0,392.6
2,469,304,17_89.jpg,2,609.7,395.2
2,473,304,17_90.jpg,2,614.9,395.2
2,469,307,17_91.jpg,2,609.7,399.1
2,471,308,17_92.jpg,2,612.3000000000001,400.40000000000003
2,472,307,17_93.jpg,2,613.6,399.1
2,472,305,17_94.jpg,2,613.6,396.5
2,470,303,17_95.jpg,2,611.0,393.90000000000003
2,469,305,17_96.jpg,2,609.7,396.5
